,real_sample,imag_sample
0,-0.050980392156862786,-0.7411764705882353
1,-0.0117647058823529,0.3803921568627451
2,0.05882352941176472,0.6235294117647059
3,-0.04313725490196085,-0.4745098039215686
4,-0.6549019607843137,-0.22352941176470587
5,0.19215686274509802,0.6705882352941177
6,0.37254901960784315,0.1843137254901961
7,0.1215686274509804,-0.03529411764705881
8,-0.16078431372549018,0.26274509803921564
9,0.16862745098039222,0.6627450980392156
10,0.5058823529411764,-0.019607843137254943
11,0.05882352941176472,-0.22352941176470587
12,-0.26274509803921564,-0.0117647058823529
13,-0.43529411764705883,0.7882352941176469
14,-0.12941176470588234,0.5607843137254902
15,0.3176470588235294,-0.19999999999999996
16,-0.1215686274509804,-0.5764705882352941
17,-0.19999999999999996,-0.2784313725490196
18,-0.7333333333333334,-0.34901960784313724
19,-0.12941176470588234,-0.19999999999999996
20,0.2784313725490195,0.0117647058823529
21,-0.24705882352941178,0.37254901960784315
22,-0.5686274509803921,0.5137254901960784
23,0.17647058823529416,0.28627450980392144
24,0.3176470588235294,1.0
25,0.04313725490196085,-0.06666666666666665
26,-0.03529411764705881,-0.592156862745098
27,-0.30980392156862746,-0.13725490196078427
28,0.43529411764705883,0.19999999999999996
29,0.4274509803921569,-0.24705882352941178
30,0.21568627450980382,-0.615686274509804
31,-0.13725490196078427,-0.2941176470588236
32,0.24705882352941178,0.019607843137254832
33,-0.21568627450980393,-0.403921568627451
34,-0.3568627450980393,-0.0039215686274509665
35,0.15294117647058814,0.5686274509803921
36,0.23921568627450984,0.41960784313725497
37,-0.06666666666666665,-0.2549019607843137
38,0.4274509803921569,0.09019607843137245
39,0.44313725490196076,0.4745098039215687
40,-0.06666666666666665,-0.24705882352941178
41,-0.9921568627450981,-0.6313725490196078
42,-0.8196078431372549,0.8352941176470587
43,-0.21568627450980393,0.7254901960784315
44,-0.37254901960784315,0.26274509803921564
45,0.21568627450980382,0.07450980392156858
46,0.8509803921568628,0.050980392156862786
47,-0.10588235294117654,-0.4117647058823529
48,0.04313725490196085,-0.15294117647058825
49,-0.2941176470588236,0.09019607843137245
50,-0.19215686274509802,-1.0
51,0.15294117647058814,-0.7568627450980392
52,0.2705882352941176,0.5215686274509803
53,0.4117647058823528,0.28627450980392144
54,0.11372549019607847,0.09019607843137245
55,0.33333333333333326,0.3019607843137255
56,0.5764705882352941,1.0
57,-0.6549019607843137,0.13725490196078427
58,0.1215686274509804,0.780392156862745
59,0.11372549019607847,0.13725490196078427
60,0.1215686274509804,0.5215686274509803
61,-0.17647058823529416,1.0
62,-0.2549019607843137,0.17647058823529416
63,-0.4980392156862745,-0.388235294117647
64,-0.1843137254901961,0.45882352941176463
65,-0.0117647058823529,0.6627450980392156
66,-0.5686274509803921,-0.6392156862745098
67,0.5921568627450979,0.1450980392156862
68,0.5529411764705883,-0.23921568627450984
69,0.388235294117647,0.0980392156862746
70,0.13725490196078427,0.0117647058823529
71,-0.22352941176470587,-0.207843137254902
72,0.34901960784313735,1.0
73,-0.16862745098039222,-0.04313725490196085
74,-0.2549019607843137,0.41960784313725497
75,-0.33333333333333337,0.2549019607843137
76,0.24705882352941178,-0.050980392156862786
77,-0.04313725490196085,0.8509803921568628
78,0.30980392156862746,0.1215686274509804
79,0.4745098039215687,0.968627450980392
80,-0.41960784313725497,0.607843137254902
81,0.06666666666666665,-0.2313725490196079
82,0.10588235294117654,-0.403921568627451
83,0.3647058823529412,-0.2549019607843137
84,0.6549019607843136,-0.6313725490196078
85,-0.12941176470588234,-0.08235294117647063
86,-0.7333333333333334,0.48235294117647065
87,-0.23921568627450984,-0.43529411764705883
88,0.5686274509803921,-0.16078431372549018
89,0.30980392156862746,-0.07450980392156858
90,-0.207843137254902,-0.0039215686274509665
91,-0.28627450980392155,0.16078431372549007
92,-0.06666666666666665,-0.13725490196078427
93,-0.5450980392156863,0.0980392156862746
94,-0.22352941176470587,-0.19999999999999996
95,0.6941176470588235,-0.0117647058823529
96,-0.3176470588235294,-0.34901960784313724
97,0.44313725490196076,0.019607843137254832
98,0.8274509803921568,0.16078431372549007
99,-0.3803921568627451,0.46666666666666656
100,0.7725490196078431,0.027450980392156765
101,0.0039215686274509665,-0.3568627450980393
102,-0.6,0.5294117647058822
103,0.5372549019607842,0.07450980392156858
104,-0.11372549019607847,0.780392156862745
105,-0.5372549019607843,-0.8666666666666667
106,-0.08235294117647063,-0.08235294117647063
107,-0.5843137254901961,0.08235294117647052
108,-0.5764705882352941,-0.027450980392156876
109,-0.05882352941176472,-0.2549019607843137
110,-0.5058823529411764,0.08235294117647052
111,0.30980392156862746,0.2549019607843137
112,-0.207843137254902,0.37254901960784315
113,-0.12941176470588234,-0.6235294117647059
114,-0.14509803921568631,-0.28627450980392155
115,0.48235294117647065,-0.06666666666666665
116,-0.33333333333333337,0.615686274509804
117,-0.23921568627450984,0.6392156862745098
118,0.7882352941176469,0.6549019607843136
119,0.07450980392156858,-0.09019607843137256
120,-0.388235294117647,0.43529411764705883
121,-0.05882352941176472,0.10588235294117654
122,0.28627450980392144,-0.14509803921568631
123,0.13725490196078427,0.24705882352941178
124,-0.8666666666666667,-0.11372549019607847
125,0.4274509803921569,-0.15294117647058825
126,0.6705882352941177,-0.24705882352941178
127,0.11372549019607847,0.3803921568627451
128,0.1843137254901961,1.0
129,-0.4117647058823529,0.23921568627450984
130,0.607843137254902,-0.3568627450980393
131,0.06666666666666665,-0.1843137254901961
132,-0.28627450980392155,0.8117647058823529
133,-0.16862745098039222,-0.2313725490196079
134,-0.39607843137254906,0.05882352941176472
135,-0.388235294117647,-0.45882352941176474
136,0.21568627450980382,-0.5137254901960784
137,0.8431372549019607,0.0117647058823529
138,0.08235294117647052,0.027450980392156765
139,0.17647058823529416,0.05882352941176472
140,0.28627450980392144,-0.0980392156862745
141,-0.19999999999999996,-0.11372549019607847
142,-0.050980392156862786,0.41960784313725497
143,0.2784313725490195,0.16078431372549007
