,real,imag
0,-0.403921568627451,0.16862745098039222
1,-0.7019607843137254,0.10588235294117654
2,0.1215686274509804,0.6549019607843136
3,0.22352941176470598,-0.13725490196078427
4,0.41960784313725497,0.04313725490196085
5,-0.07450980392156858,-0.6470588235294118
6,0.2549019607843137,-0.19215686274509802
7,0.07450980392156858,-0.4980392156862745
8,-0.050980392156862786,-0.14509803921568631
9,0.15294117647058814,1.0
10,-0.5137254901960784,-0.48235294117647065
11,-0.16078431372549018,-0.5764705882352941
12,-0.2784313725490196,-0.3647058823529412
13,0.5137254901960784,-0.4901960784313726
14,0.5215686274509803,0.15294117647058814
15,-0.7490196078431373,0.2313725490196079
16,-0.592156862745098,-0.14509803921568631
17,0.4509803921568627,-0.28627450980392155
18,-0.019607843137254943,-0.3568627450980393
19,-0.43529411764705883,0.2313725490196079
20,0.08235294117647052,-1.0
21,0.8509803921568628,-0.16862745098039222
22,-0.2313725490196079,0.5372549019607842
23,0.16078431372549007,0.2549019607843137
24,0.3176470588235294,-0.04313725490196085
25,-0.19215686274509802,-0.7098039215686275
26,0.5764705882352941,-0.17647058823529416
27,-0.03529411764705881,0.09019607843137245
28,-0.5607843137254902,0.07450980392156858
29,-0.7568627450980392,0.16862745098039222
30,-0.21568627450980393,-0.12941176470588234
31,-0.615686274509804,-0.10588235294117654
32,0.26274509803921564,0.6392156862745098
33,0.8901960784313725,-0.4274509803921569
34,-0.06666666666666665,0.0039215686274509665
35,-0.3647058823529412,0.3019607843137255
36,0.19215686274509802,-0.1215686274509804
37,-0.39607843137254906,0.37254901960784315
38,0.0117647058823529,0.027450980392156765
39,0.4274509803921569,0.39607843137254894
40,0.5294117647058822,-0.10588235294117654
41,0.4901960784313726,-0.207843137254902
42,0.6862745098039216,0.07450980392156858
43,0.7647058823529411,0.0039215686274509665
44,0.6941176470588235,-0.24705882352941178
45,0.019607843137254832,-0.19999999999999996
46,-0.788235294117647,-0.8823529411764706
47,-0.5058823529411764,-0.3411764705882353
48,0.23921568627450984,0.3254901960784313
49,0.3411764705882352,-0.6
50,-0.16078431372549018,-0.050980392156862786
51,-0.403921568627451,-0.04313725490196085
52,-0.3254901960784313,-0.3176470588235294
53,0.13725490196078427,0.26274509803921564
54,0.05882352941176472,-0.13725490196078427
55,0.19215686274509802,-0.23921568627450984
56,-0.26274509803921564,0.43529411764705883
57,-0.17647058823529416,0.2705882352941176
58,0.3803921568627451,-0.14509803921568631
59,0.37254901960784315,-0.17647058823529416
60,0.24705882352941178,-0.6470588235294118
61,0.48235294117647065,-0.8666666666666667
62,0.0980392156862746,0.019607843137254832
63,0.3568627450980393,0.30980392156862746
64,-0.19999999999999996,-0.019607843137254943
65,-0.6941176470588235,0.4274509803921569
66,-0.8745098039215686,-0.04313725490196085
67,-0.24705882352941178,0.07450980392156858
68,-0.1215686274509804,-0.6862745098039216
69,-0.0039215686274509665,-0.48235294117647065
70,-0.5450980392156863,0.16078431372549007
71,0.607843137254902,0.0980392156862746
72,0.22352941176470598,0.1843137254901961
73,-1.0,0.3019607843137255
74,0.2941176470588236,-0.17647058823529416
75,0.050980392156862786,0.3647058823529412
76,0.34901960784313735,0.2784313725490195
77,0.4274509803921569,0.16862745098039222
78,0.3803921568627451,-0.10588235294117654
79,-0.3254901960784313,-0.1215686274509804
80,-0.43529411764705883,-0.3647058823529412
81,-0.3176470588235294,-0.23921568627450984
82,0.08235294117647052,-0.06666666666666665
83,-0.17647058823529416,-0.027450980392156876
84,0.4039215686274509,0.11372549019607847
85,0.0980392156862746,-0.13725490196078427
86,-0.26274509803921564,0.5607843137254902
87,0.6862745098039216,-0.17647058823529416
88,-0.207843137254902,-0.6470588235294118
89,-0.4117647058823529,-0.16862745098039222
90,-0.16862745098039222,0.050980392156862786
91,-0.9843137254901961,0.23921568627450984
92,-0.019607843137254943,-0.19215686274509802
93,0.48235294117647065,0.28627450980392144
94,-0.11372549019607847,-0.4901960784313726
95,0.15294117647058814,-0.788235294117647
96,0.3411764705882352,0.04313725490196085
97,0.0980392156862746,0.09019607843137245
98,-0.6392156862745098,0.0352941176470587
99,0.19215686274509802,-0.09019607843137256
100,0.5058823529411764,-0.403921568627451
101,0.3647058823529412,-0.6235294117647059
102,0.05882352941176472,0.06666666666666665
103,-0.07450980392156858,0.22352941176470598
104,-0.15294117647058825,-0.05882352941176472
105,0.04313725490196085,-0.4117647058823529
106,0.12941176470588234,0.0039215686274509665
107,0.06666666666666665,0.388235294117647
108,0.4509803921568627,0.45882352941176463
109,-0.388235294117647,0.019607843137254832
110,0.7176470588235293,0.2941176470588236
111,0.33333333333333326,-0.0980392156862745
112,-0.21568627450980393,-0.13725490196078427
113,-0.607843137254902,0.8823529411764706
114,0.3019607843137255,0.13725490196078427
115,0.34901960784313735,0.4039215686274509
116,0.48235294117647065,0.19999999999999996
117,0.21568627450980382,-0.07450980392156858
118,-0.34901960784313724,-0.2313725490196079
119,-0.08235294117647063,0.1450980392156862
120,0.12941176470588234,0.34901960784313735
121,0.7490196078431373,0.9215686274509804
122,0.2549019607843137,0.13725490196078427
123,0.12941176470588234,-0.3803921568627451
124,0.6235294117647059,-0.3647058823529412
125,0.2941176470588236,0.6392156862745098
126,-0.7176470588235294,0.3176470588235294
127,-0.23921568627450984,0.7333333333333334
128,0.34901960784313735,0.2705882352941176
129,0.48235294117647065,-0.7254901960784313
130,0.5450980392156863,0.4980392156862745
131,-0.44313725490196076,0.13725490196078427
132,0.050980392156862786,0.4901960784313726
133,0.5529411764705883,0.019607843137254832
134,-0.4980392156862745,0.1450980392156862
135,-0.4980392156862745,-0.1215686274509804
136,0.6392156862745098,0.019607843137254832
137,0.4980392156862745,0.7647058823529411
138,0.21568627450980382,0.34901960784313735
139,-0.0117647058823529,0.11372549019607847
140,-0.3254901960784313,0.6235294117647059
141,-0.3803921568627451,0.027450980392156765
142,0.0352941176470587,-0.8509803921568627
143,-0.41960784313725497,-0.39607843137254906
144,0.15294117647058814,0.16862745098039222
145,0.4039215686274509,1.0
146,-0.0117647058823529,0.4117647058823528
147,0.5607843137254902,0.1215686274509804
148,-0.4666666666666667,0.3176470588235294
149,0.050980392156862786,0.34901960784313735
150,0.968627450980392,0.5921568627450979
151,0.3019607843137255,-0.03529411764705881
152,-0.027450980392156876,1.0
153,0.8980392156862744,0.6235294117647059
154,0.2549019607843137,-0.5058823529411764
155,-0.26274509803921564,-0.04313725490196085
156,-0.06666666666666665,0.050980392156862786
157,0.12941176470588234,-0.8274509803921568
158,0.615686274509804,-1.0
159,0.6235294117647059,-0.5450980392156863
160,0.5686274509803921,-0.3019607843137255
161,-0.1843137254901961,0.1450980392156862
162,0.019607843137254832,-0.34901960784313724
163,-0.11372549019607847,-0.5372549019607843
164,-0.027450980392156876,0.6000000000000001
165,0.0980392156862746,-0.2705882352941177
166,-0.15294117647058825,-0.34901960784313724
167,0.5372549019607842,0.5294117647058822
168,0.15294117647058814,0.0039215686274509665
169,-0.15294117647058825,-0.16862745098039222
170,0.803921568627451,-0.34901960784313724
171,0.5215686274509803,-0.7411764705882353
172,-0.41960784313725497,-0.2784313725490196
173,-0.2549019607843137,-0.34901960784313724
174,0.2705882352941176,0.2313725490196079
175,0.5372549019607842,0.4117647058823528
176,-0.3803921568627451,0.0352941176470587
177,0.09019607843137245,-0.0980392156862745
178,-0.019607843137254943,0.5215686274509803
179,-0.3019607843137255,0.0117647058823529
180,0.45882352941176463,-0.3176470588235294
181,0.8274509803921568,0.37254901960784315
182,0.2941176470588236,0.30980392156862746
183,0.0352941176470587,-0.14509803921568631
184,0.05882352941176472,0.24705882352941178
185,-0.21568627450980393,0.16078431372549007
186,-0.08235294117647063,-0.4117647058823529
187,-0.207843137254902,-0.6470588235294118
188,-0.3254901960784313,-0.4509803921568627
189,-0.2784313725490196,-0.050980392156862786
190,0.17647058823529416,-0.05882352941176472
191,0.33333333333333326,-0.050980392156862786
192,0.12941176470588234,-0.26274509803921564
193,0.5921568627450979,0.3019607843137255
194,0.4509803921568627,0.28627450980392144
195,-0.0117647058823529,-0.4509803921568627
196,0.16862745098039222,-0.6549019607843137
197,-0.3019607843137255,-0.5607843137254902
198,0.2549019607843137,-0.4745098039215686
199,0.26274509803921564,-0.2941176470588236
200,-0.03529411764705881,-0.06666666666666665
201,0.6941176470588235,0.17647058823529416
202,-0.2941176470588236,0.28627450980392144
203,-0.11372549019607847,0.3176470588235294
204,-0.16862745098039222,-0.3176470588235294
205,-0.08235294117647063,-0.33333333333333337
206,-0.5137254901960784,0.1450980392156862
207,-0.7098039215686275,0.44313725490196076
208,0.1450980392156862,-0.06666666666666665
209,0.3568627450980393,0.19215686274509802
210,0.7098039215686274,-0.03529411764705881
211,0.6470588235294117,0.1215686274509804
212,0.803921568627451,0.37254901960784315
213,0.2941176470588236,-0.6392156862745098
214,-0.050980392156862786,-0.44313725490196076
215,-0.23921568627450984,0.027450980392156765
216,-0.6392156862745098,-0.0980392156862745
217,-0.33333333333333337,-0.16862745098039222
218,-0.607843137254902,-0.1215686274509804
219,-0.7176470588235294,-0.207843137254902
220,-0.1843137254901961,0.2313725490196079
221,0.5921568627450979,-0.2784313725490196
222,-0.3019607843137255,-0.207843137254902
223,-0.44313725490196076,0.19999999999999996
224,0.0117647058823529,0.28627450980392144
225,0.5294117647058822,-0.09019607843137256
226,0.34901960784313735,-0.4274509803921569
227,-0.0980392156862745,-0.10588235294117654
228,0.4274509803921569,-0.10588235294117654
229,0.4509803921568627,-0.388235294117647
230,0.5137254901960784,-0.08235294117647063
231,-0.2313725490196079,0.5686274509803921
232,0.5764705882352941,0.388235294117647
233,0.05882352941176472,0.19999999999999996
234,-0.30980392156862746,0.46666666666666656
235,-0.5607843137254902,-0.0039215686274509665
236,-0.21568627450980393,-0.4274509803921569
237,-0.1215686274509804,-0.5686274509803921
238,-0.43529411764705883,-0.7803921568627451
239,0.4745098039215687,-0.12941176470588234
240,0.16078431372549007,-0.39607843137254906
241,-0.027450980392156876,-0.0117647058823529
242,0.3647058823529412,-0.207843137254902
243,0.39607843137254894,-0.1215686274509804
244,-0.3803921568627451,-0.4117647058823529
245,0.45882352941176463,0.5921568627450979
246,0.12941176470588234,0.615686274509804
247,-0.5843137254901961,-0.3254901960784313
248,0.09019607843137245,0.5607843137254902
249,0.41960784313725497,0.24705882352941178
250,0.2784313725490195,-0.11372549019607847
251,0.28627450980392144,0.4745098039215687
252,-0.7333333333333334,0.16862745098039222
253,-0.9058823529411765,-0.5137254901960784
254,0.6705882352941177,0.16078431372549007
255,-0.4509803921568627,0.1843137254901961
256,-0.2784313725490196,0.5764705882352941
257,0.388235294117647,0.6627450980392156
258,-0.388235294117647,0.2313725490196079
259,-0.14509803921568631,-0.050980392156862786
260,0.7411764705882353,0.21568627450980382
261,0.3411764705882352,0.34901960784313735
262,0.21568627450980382,0.0117647058823529
